project_name,author,github_url,github_stars,github_forks,tashan_score,practicality_score,sustainability_score,popularity_score,tools_available_tashan,lobehub_url,lobehub_description,lobehub_rating,tools_available,project_type,deployment_methods,api_requirements,use_cases,hidden_gem_score,recommendation_type
MCP Rand,turlockmike,https://github.com/turlockmike/mcp-rand,3,6,72.94,92.5,30,57.18,7,https://lobehub.com/mcp/turlockmike-mcp-rand,MCP 服务器提供多种随机生成工具，包括 UUID、数字、字符串、密码、高斯分布、掷骰子和抽牌等功能。,优质,18,"[""生成安全的唯一标识符（UUID）"", ""生成随机数用于测试数据或模拟场景"", ""生成符合正态分布的随机值用于统计建模"", ""创建随机字符串用于令牌、验证码等用途"", ""生成高强度密码用于临时需求"", ""模拟游戏中的骰子投掷行为"", ""实现纸牌游戏中的抽牌逻辑，保持牌堆状态一致性""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""无需 API 密钥。所有功能本地运行，不依赖外部服务。""","[""生成安全的唯一标识符（UUID）"", ""生成随机数用于测试数据或模拟场景"", ""生成符合正态分布的随机值用于统计建模"", ""创建随机字符串用于令牌、验证码等用途"", ""生成高强度密码用于临时需求"", ""模拟游戏中的骰子投掷行为"", ""实现纸牌游戏中的抽牌逻辑，保持牌堆状态一致性""]",61.8,B级-高质量冷门
MCP Vertica,nolleh,https://github.com/nolleh/mcp-vertica,0,1,72.94,92.5,30,57.18,6,https://lobehub.com/mcp/nolleh-mcp-vertica,Vertica MCP Server 提供数据库连接管理、查询操作、模式管理和安全功能。支持通过环境变量配置连接参数，如主机、端口、数据库、用户、密码和 SSL 设置。,优质,12,"[""在 Claude Desktop 或其他 MCP 客户端中集成 Vertica 数据库查询功能"", ""通过 MCP 协议对 Vertica 数据库执行复杂查询和事务操作"", ""自动化数据导入任务，使用 stream_query 和 copy_data 工具处理大规模数据"", ""通过权限控制实现不同用户或角色对特定 schema 的访问限制"", ""构建基于 MCP 的数据分析平台，结合 Vertica 强大的分析能力""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""dependencies"": [""uvx"", ""vertica-python"", ""docker-compose (可选)""], ""environment_variables"": {""VERTICA_HOST"": ""Vertica 数据库主机地址"", ""VERTICA_PORT"": ""Vertica 数据库端口（默认：5433）"", ""VERTICA_DATABASE"": ""要连接的数据库名称"", ""VERTICA_USER"": ""数据库用户名"", ""VERTICA_PASSWORD"": ""数据库用户密码"", ""VERTICA_CONNECTION_LIMIT"": ""最大连接数限制"", ""VERTICA_SSL"": ""是否启用 SSL/TLS 连接"", ""VERTICA_SSL_REJECT_UNAUTHORIZED"": ""是否拒绝未经授权的 SSL 证书"", ""ALLOW_INSERT_OPERATION"": ""是否允许 INSERT 操作"", ""ALLOW_UPDATE_OPERATION"": ""是否允许 UPDATE 操作"", ""ALLOW_DELETE_OPERATION"": ""是否允许 DELETE 操作"", ""ALLOW_DDL_OPERATION"": ""是否允许 DDL 操作"", ""SCHEMA_INSERT_PERMISSIONS"": ""各 schema 的 INSERT 权限配置"", ""SCHEMA_UPDATE_PERMISSIONS"": ""各 schema 的 UPDATE 权限配置"", ""SCHEMA_DELETE_PERMISSIONS"": ""各 schema 的 DELETE 权限配置"", ""SCHEMA_DDL_PERMISSIONS"": ""各 schema 的 DDL 权限配置""}}","[""在 Claude Desktop 或其他 MCP 客户端中集成 Vertica 数据库查询功能"", ""通过 MCP 协议对 Vertica 数据库执行复杂查询和事务操作"", ""自动化数据导入任务，使用 stream_query 和 copy_data 工具处理大规模数据"", ""通过权限控制实现不同用户或角色对特定 schema 的访问限制"", ""构建基于 MCP 的数据分析平台，结合 Vertica 强大的分析能力""]",61.8,B级-高质量冷门
Prompt Book 服务器,cardinalblue,https://github.com/cardinalblue/prompt-book-mcp-server,1,1,72.14,92.5,26,57.18,16,https://lobehub.com/mcp/cardinalblue-prompt-book-mcp-server,一个连接到包含 AI 提示的 Notion 数据库的 MCP 服务器，允许您在多个提示集合中高效管理、搜索和检索提示。支持通过位于 ~/.mcp_config/prompt_book.json 的 JSON 配置文件或通过包含提示书 JSON 配置的 DEFAULT_BOOKS 环境变量进行配置。,优质,32,"[""Managing multiple collections of AI prompts"", ""Searching and retrieving prompts by title, type, or tags"", ""Adding, updating, and copying prompts between prompt books"", ""Creating new Notion databases with proper schema for prompt management"", ""Integrating with coding tools like Cline, Claude Desktop, Cursor, etc.""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""notion_api_token"": ""Required for connecting to Notion databases"", ""database_id"": ""Required to identify which Notion database to use"", ""page_id_for_creation"": ""Required if creating a new database""}","[""Managing multiple collections of AI prompts"", ""Searching and retrieving prompts by title, type, or tags"", ""Adding, updating, and copying prompts between prompt books"", ""Creating new Notion databases with proper schema for prompt management"", ""Integrating with coding tools like Cline, Claude Desktop, Cursor, etc.""]",61.3,B级-高质量冷门
mcp-cli-exec MCP 服务器,jakenuts,https://github.com/jakenuts/mcp-cli-exec,4,2,68.54,87.5,23,57.18,2,https://lobehub.com/mcp/jakenuts-mcp-cli-exec,一个功能强大的 CLI 命令执行 MCP 服务器，支持以结构化输出运行 shell 命令。该包专注于命令执行功能。,良好,12,"[""Executing raw CLI commands with structured output"", ""Running multiple CLI commands in a specific working directory"", ""Automating command execution workflows"", ""Integrating command execution into MCP-compatible IDEs like Claude Desktop, Cursor, Cline, SSE, and Studio"", ""Error handling and structured response reporting for CLI operations""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""No API key required. No external API dependencies.""","[""Executing raw CLI commands with structured output"", ""Running multiple CLI commands in a specific working directory"", ""Automating command execution workflows"", ""Integrating command execution into MCP-compatible IDEs like Claude Desktop, Cursor, Cline, SSE, and Studio"", ""Error handling and structured response reporting for CLI operations""]",61.3,B级-高质量冷门
Gem Package README MCP 服务器,elchika-inc,https://github.com/elchika-inc/gem-package-readme-mcp-server,0,1,68.54,87.5,23,57.18,3,https://lobehub.com/mcp/elchika-inc-gem-package-readme-mcp-server,该 MCP 服务器使 AI 助手能够获取关于 RubyGems.org 上 Ruby gem 的详细信息，包括 README 内容、gem 元数据以及搜索功能。,良好,8,"[""Fetching formatted README content with usage examples from Ruby gems"", ""Getting comprehensive gem metadata including dependencies, versions, author info, and download stats"", ""Searching RubyGems registry with filters by popularity, category, and author"", ""Optimizing API usage through smart caching mechanisms"", ""Enhancing documentation retrieval via GitHub integration""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [""GITHUB_TOKEN (optional but recommended)""], ""dependencies"": [""RubyGems.org API"", ""GitHub API""]}","[""Fetching formatted README content with usage examples from Ruby gems"", ""Getting comprehensive gem metadata including dependencies, versions, author info, and download stats"", ""Searching RubyGems registry with filters by popularity, category, and author"", ""Optimizing API usage through smart caching mechanisms"", ""Enhancing documentation retrieval via GitHub integration""]",61.3,B级-高质量冷门
AGS MCP 服务器,wilson-lilburne,https://github.com/wilson-lilburne/ags-mcp-server,0,0,68.24,75.0,59,57.18,11,https://lobehub.com/mcp/wilson-lilburne-ags-mcp-server,模型上下文协议（MCP）服务器，用于Adventure Game Studio（AGS）编译的房间（.crm）文件的操作。提供对二进制 .crm 数据的编程访问，支持人工智能驱动的冒险游戏开发。无需外部数据文件。,良好,12,"[""AI分析房间布局并自动连接脚本函数"", ""自动化热点交互事件的创建和管理"", ""批量处理多个房间文件以确保一致性"", ""在不手动使用AGS编辑器的情况下完成完整的游戏开发流程""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""无需API密钥。依赖Node.js 18+环境。""","[""AI分析房间布局并自动连接脚本函数"", ""自动化热点交互事件的创建和管理"", ""批量处理多个房间文件以确保一致性"", ""在不手动使用AGS编辑器的情况下完成完整的游戏开发流程""]",61.0,B级-高质量冷门
shell-mcp,kevinwatt,https://github.com/kevinwatt/shell-mcp,3,4,71.54,92.5,23,57.18,20,https://lobehub.com/mcp/kevinwatt-shell-mcp,Shell命令执行MCP服务器，提供安全的Shell命令执行能力，支持白名单命令、资源和超时控制，以及输出大小限制。,优质,52,"[""Secure shell command execution for LLM agents"", ""System monitoring and diagnostics"", ""File system navigation and inspection"", ""Network configuration and DNS lookup"", ""Process management and resource monitoring""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""details"": ""No API key required. Requires integration with MCP-compatible LLM service.""}","[""Secure shell command execution for LLM agents"", ""System monitoring and diagnostics"", ""File system navigation and inspection"", ""Network configuration and DNS lookup"", ""Process management and resource monitoring""]",60.9,B级-高质量冷门
Deliberate Reasoning Engine (DRE),haasonsaas,https://github.com/haasonsaas/deliberate-reasoning-engine,0,0,71.54,92.5,23,57.18,5,https://lobehub.com/mcp/haasonsaas-deliberate-reasoning-engine,一个模型上下文协议（MCP）服务器，能够将线性AI推理转化为结构化、可审计的思维图。DRE（深思引擎）使语言模型能够将其推理过程外部化为带有语义思维类型、依赖关系和验证的有向无环图（DAG）。,优质,22,"[""战略决策制定：分解复杂的商业决策"", ""研究规划：构建研究问题和假设"", ""问题解决：将问题分解为可管理的子问题"", ""风险分析：跟踪假设及其影响"", ""调试：系统性的根本原因分析"", ""学习：新主题的结构化探索""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""dependencies"": []}","[""战略决策制定：分解复杂的商业决策"", ""研究规划：构建研究问题和假设"", ""问题解决：将问题分解为可管理的子问题"", ""风险分析：跟踪假设及其影响"", ""调试：系统性的根本原因分析"", ""学习：新主题的结构化探索""]",60.9,B级-高质量冷门
shadow-cljs-mcp,Bigsy,https://github.com/Bigsy/shadow-cljs-mcp,1,4,71.54,92.5,23,57.18,1,https://lobehub.com/mcp/bigsy-shadow-cljs-mcp,一个 Model Context Protocol (MCP) 服务器，用于监控 shadow-cljs 构建过程并提供实时构建状态更新。需要运行中的 shadow-cljs 实例（如果未配置，则默认为 localhost:9630）。,优质,5,"[""Verifying ClojureScript build status after code edits"", ""Monitoring real-time build progress and failures"", ""Debugging compilation errors with detailed feedback"", ""Tracking build duration and optimization metrics""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""Studio""]","{""api_keys"": [], ""dependencies"": [""Running shadow-cljs instance""]}","[""Verifying ClojureScript build status after code edits"", ""Monitoring real-time build progress and failures"", ""Debugging compilation errors with detailed feedback"", ""Tracking build duration and optimization metrics""]",60.9,B级-高质量冷门
i18next MCP 服务器,gtrias,https://github.com/gtrias/i18next-mcp-server,7,0,71.54,92.5,23,57.18,14,https://lobehub.com/mcp/gtrias-i18next-mcp-server,一个 Model Context Protocol (MCP) 服务器，提供 i18next 项目的翻译管理功能，使 AI 助手（如 Cursor）能够直接与翻译文件交互。需要将翻译文件放置在通过环境变量（如 I18N_PROJECT_ROOT 和 I18N_LOCALES_PATH）配置的目录中。,优质,24,"[""Managing translation files in i18next projects"", ""Finding and fixing missing translation keys"", ""Validating translation file structure and content"", ""Analyzing translation coverage and quality"", ""Exporting translations to different formats"", ""Integrating with AI development tools like Cursor via MCP protocol""]","[""Cursor"", ""Cline"", ""Studio"", ""SSE""]","{""required"": false, ""details"": ""No API key is required for this MCP server.""}","[""Managing translation files in i18next projects"", ""Finding and fixing missing translation keys"", ""Validating translation file structure and content"", ""Analyzing translation coverage and quality"", ""Exporting translations to different formats"", ""Integrating with AI development tools like Cursor via MCP protocol""]",60.9,B级-高质量冷门
mcp-micromanage,yodakeisuke,https://github.com/Durable-Technology/mcp-micromanage-your-agent,0,0,71.54,92.5,23,57.18,3,https://lobehub.com/mcp/yodakeisuke-mcp-micromanage,用于顺序开发任务管理的 MCP 服务器。需要可选的外部 .mdc 文件以获取推荐规则，可通过项目设置进行配置。,优质,6,"[""控制编码代理的行为，防止其做出超出预期的修改"", ""在关键决策点强制用户反馈以确保方向正确"", ""将开发任务结构化为 PR 和 commit 层级以便于管理和追踪"", ""实时可视化开发进度与状态""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""dependencies"": [""MCP TypeScript SDK"", ""Node.js"", ""npm""], ""optional"": []}","[""控制编码代理的行为，防止其做出超出预期的修改"", ""在关键决策点强制用户反馈以确保方向正确"", ""将开发任务结构化为 PR 和 commit 层级以便于管理和追踪"", ""实时可视化开发进度与状态""]",60.9,B级-高质量冷门
